genome	Kingdom	Phylum	Class	Order	Family	Genus	Species	Organism
GCA_005222485.1_ASM522248v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces griseoviridis_A	Streptomyces griseoviridis K61
GCA_005234185.1_ASM523418v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces fimicarius	Streptomyces sp. BPSDS2
GCA_005280195.1_ASM528019v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces galbus	Streptomyces galbus DSM 40089
GCA_005280215.1_ASM528021v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces longwoodensis	Streptomyces lasalocidi X-537
GCA_005405925.1_ASM540592v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces antimycoticus	Streptomyces antimycoticus NBRC 12839
GCA_005405945.1_ASM540594v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces violaceusniger	Streptomyces violaceusniger NBRC 13459
GCA_005405965.1_ASM540596v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces avermitilis	Streptomyces avermitilis NBRC 14893
GCA_005405985.1_ASM540598v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces avermitilis	Streptomyces avermitilis ATCC 31267
GCA_005406005.1_ASM540600v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces avermitilis	Streptomyces avermitilis cw2
GCA_005490965.1_ASM549096v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces rochei	Streptomyces sp. SGAir0924
GCA_005517195.1_ASM551719v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces exfoliatus_B	Streptomyces vilmorinianum YP1
GCA_005519465.1_ASM551946v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces clavuligerus	Streptomyces clavuligerus ATCC 27064
GCA_005768555.2_ASM576855v2_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sporangiiformans	Streptomyces sporangiiformans NEAU-SSA 1
GCA_005786655.1_ASM578665v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sporangiiformans	Streptomyces montanus NEAU-C151
GCA_005795905.1_ASM579590v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces marianii	Streptomyces marianii ICN19
GCA_005860785.2_ASM586078v2_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces fildesensis	Streptomyces sp. So13.3
GCA_005869865.1_ASM586986v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces tibetensis	Streptomyces tibetensis XZ 46
GCA_005938145.1_ASM593814v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces asiaticus	Streptomyces sp. DASNCL29
GCA_005981925.1_ASM598192v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces albidochromogenes	Streptomyces albidochromogenes DSM 41800
GCA_005981935.1_ASM598193v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces chryseus	Streptomyces chryseus DSM 40420
GCA_005981965.1_ASM598196v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces chryseus	Streptomyces chryseus DSM 40431
GCA_006088715.1_ASM608871v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp006088715	Streptomyces sp. YIM 121038
GCA_006229535.1_ASM622953v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces rimosus	Streptomyces rimosus WT5260
GCA_006334905.2_ASM633490v2_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces triticirhizae	Streptomyces sp. 3MP-14
GCA_006334995.2_ASM633499v2_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces triticirhizae	Streptomyces mimosae 3MP-10
GCA_006335015.1_ASM633501v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sedi	Streptomyces sedi JCM 16909
GCA_006378235.1_ASM637823v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces albidoflavus	Streptomyces albidoflavus UYFA156
GCA_006516935.1_ASM651693v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces griseorubiginosus	Streptomyces griseorubiginosus BTU6
GCA_006539165.1_ASM653916v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces cacaoi	Streptomyces cacaoi NBRC 12748
GCA_006539185.1_ASM653918v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces gardneri	Streptomyces gardneri NBRC 12865
GCA_006539505.1_ASM653950v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces spinoverrucosus	Streptomyces spinoverrucosus NBRC 14228
GCA_006540305.1_ASM654030v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp006540305	Streptomyces sp. 6-11-2
GCA_006547165.1_ASM654716v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces ipomoeae	Streptomyces ipomoeae B12321
GCA_006547175.1_ASM654717v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces ipomoeae	Streptomyces ipomoeae 78-51
GCA_006547185.1_ASM654718v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces ipomoeae	Streptomyces ipomoeae 88-35
GCA_006636205.1_ASM663620v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Kitasatospora	Kitasatospora acidiphila	Kitasatospora acidiphila MMS16-CNU292
GCA_006681775.1_ASM668177v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp010548465	Streptomyces sp. 6(4)
GCA_006715185.1_ASM671518v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp001298545	Streptomyces sp. SLBN-115
GCA_006715395.1_ASM671539v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp006715395	Streptomyces sp. SLBN-31
GCA_006715635.1_ASM671563v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp006715635	Streptomyces sp. SLBN-118
GCA_006715785.1_ASM671578v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces puniciscabiei	Streptomyces puniciscabiei DSM 41929
GCA_006715925.1_ASM671592v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces fungicidicus	Streptomyces sp. SLBN-134
GCA_006716135.1_ASM671613v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces calvus	Streptomyces calvus DSM 41452
GCA_006782915.1_ASM678291v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces calvus	Streptomyces calvus T3018
GCA_006788935.1_ASM678893v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces bacillaris	Streptomyces cavourensis DSM 41795
GCA_006974005.1_ASM697400v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces samsunensis	Streptomyces malaysiensis DSM 4137
GCA_007050945.1_ASM705094v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp007050945	Streptomyces sp. IB201691-2A2
GCA_007096885.1_ASM709688v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp007096885	Streptomyces sp. 130
GCA_007097205.2_ASM709720v2_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces alkaliterrae	Streptomyces alkaliterrae OF1
GCA_007097665.2_ASM709766v2_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces alkaliphilus	Streptomyces alkaliphilus IF17
GCA_007113405.2_ASM711340v2_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces mirabilis	Streptomyces sp. RLB1-8
GCA_007113425.2_ASM711342v2_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces mirabilis	Streptomyces sp. RLB3-17
GCA_007113445.1_ASM711344v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces mirabilis	Streptomyces sp. RLB3-5
GCA_007113465.1_ASM711346v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces mirabilis	Streptomyces sp. S1A1-3
GCA_007113485.2_ASM711348v2_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces mirabilis	Streptomyces sp. S1D4-23
GCA_007113505.2_ASM711350v2_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces mirabilis	Streptomyces sp. S1A1-8
GCA_007113525.2_ASM711352v2_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces mirabilis	Streptomyces sp. RLB1-9
GCA_007113545.2_ASM711354v2_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces mirabilis	Streptomyces sp. RLB3-6
GCA_007113565.2_ASM711356v2_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces mirabilis	Streptomyces sp. S1A1-7
GCA_007113585.2_ASM711358v2_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces mirabilis	Streptomyces sp. S1D4-20
GCA_007113665.2_ASM711366v2_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces mirabilis	Streptomyces sp. S1D4-14
GCA_007176755.1_ASM717675v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp007176755	Streptomyces sp. 1-11
GCA_007280575.1_ASM728057v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces benahoarensis	Streptomyces benahoarensis MZ03-37
GCA_007280585.1_ASM728058v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces benahoarensis	Streptomyces benahoarensis MZ03-48
GCA_007363395.1_ASM736339v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces spectabilis	Streptomyces spectabilis NRRL 2792
GCA_007595705.1_ASM759570v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp007595705	Streptomyces sp. SAJ15
GCA_007655005.1_ASM765500v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces tibetensis	Streptomyces tibetensis XZ 46
GCA_007677905.1_ASM767790v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces incarnatus_A	Streptomyces incarnatus DE0205
GCA_007679265.1_ASM767926v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces incarnatus_A	Streptomyces collinus DE0114
GCA_007679425.1_ASM767942v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces incarnatus_A	Streptomyces incarnatus DE0106
GCA_007679945.1_ASM767994v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces bacillaris	Streptomyces sp. CFMR 7
GCA_007827595.1_ASM782759v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp007827595	Streptomyces sp. BK340
GCA_007828695.1_ASM782869v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp000527195	Streptomyces sp. T12
GCA_007828955.1_ASM782895v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Kitasatospora	Kitasatospora atroaurantiaca	Kitasatospora atroaurantiaca DSM 41649
GCA_007829815.1_ASM782981v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Kitasatospora	Kitasatospora viridis	Kitasatospora viridis DSM 44826
GCA_007829875.1_ASM782987v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces capillispiralis	Streptomyces capillispiralis DSM 41695
GCA_007829885.1_ASM782988v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces brevispora	Streptomyces brevispora DSM 42059
GCA_007856155.1_ASM785615v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces qinzhouensis	Streptomyces qinzhouensis SSL-25
GCA_007896895.1_ASM789689v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces misionensis_A	Streptomyces misionensis 66
GCA_007896905.1_ASM789690v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces albidoflavus	Streptomyces albidoflavus 77
GCA_007994955.1_ASM799495v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sioyaensis	Streptomyces sp. ISID311
GCA_008016805.1_ASM801680v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp003259585	Streptomyces lavendulae YAKB-15
GCA_008039505.1_ASM803950v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp010384365	Streptomyces sp. IB2014 016-6
GCA_008042035.1_ASM804203v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp008042035	Streptomyces sp. col6
GCA_008042045.1_ASM804204v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp008042045	Streptomyces sp. t39
GCA_008042065.1_ASM804206v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces silvae	Streptomyces sp. gb1(2016)
GCA_008042075.1_ASM804207v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp008042075	Streptomyces sp. uw30
GCA_008042115.1_ASM804211v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp008042115	Streptomyces sp. me109
GCA_008042125.1_ASM804212v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp008042125	Streptomyces sp. ms191
GCA_008042145.1_ASM804214v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp008042145	Streptomyces sp. adm13(2018)
GCA_008042155.1_ASM804215v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp008042155	Streptomyces sp. wa22
GCA_008042275.1_ASM804227v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp008042275	Streptomyces sp. or43
GCA_008064995.1_ASM806499v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces griseofuscus	Streptomyces rochei 7434AN4
GCA_008086975.1_ASM808697v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces virginiae	Streptomyces sp. WAC05950
GCA_008087005.1_ASM808700v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces libani	Streptomyces sp. WAC01526
GCA_008107605.1_ASM810760v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Kitasatospora	Kitasatospora sp002953255	Streptomyces sp. CB01881
GCA_008120935.1_ASM812093v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp008120935	Streptomyces sp. sk2.1
GCA_008124905.1_ASM812490v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces anthocyanicus	Streptomyces coelicolor A3(2) R4-mCherry-14
GCA_008124915.1_ASM812491v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces anthocyanicus	Streptomyces coelicolor A3(2) ICSSB 1010
GCA_008124975.1_ASM812497v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces anthocyanicus	Streptomyces coelicolor A3(2) R4-mCherry-17
GCA_008124985.1_ASM812498v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces anthocyanicus	Streptomyces coelicolor A3(2) R4-mCherry-15
GCA_008125035.1_ASM812503v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces anthocyanicus	Streptomyces coelicolor A3(2) R4-mCherry-18
GCA_008180165.1_ASM818016v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces parvus	Streptomyces parvus C05
GCA_008271805.1_ASM827180v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp008271805	Streptomyces sp. TRM49041
GCA_008312835.1_ASM831283v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces marokkonensis	Streptomyces marokkonensis OANH409
GCA_008312845.1_ASM831284v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces cacaoi	Streptomyces cacaoi OABC16
GCA_008369065.1_ASM836906v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces apricus	Streptomyces apricus SUN51
GCA_008386495.1_ASM838649v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces tailanensis	Streptomyces tailanensis TRM68348
GCA_008632535.1_ASM863253v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces parvus	Streptomyces parvus NRRL B-1455
GCA_008632955.1_ASM863295v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp000527195	Streptomyces tendae 139
GCA_008634015.1_ASM863401v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces filamentosus	Streptomyces filamentosus ATCC 23958
GCA_008634025.1_ASM863402v1_genomic	Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces albofaciens	Streptomyces albofaciens JCM 4342 ATCC 23873
